well_plate,ENSG,var_comp,perc_var_comp,pass_percvar,wp_comp_kruskal_gaussccd_adj,pass_gauss,perc_var_rng_wilcoxon_p_adj,pass_percvar_rng,ccd_comp,nonccd_comp,wp_prev_ccd,gene_name
H03_55335984,ENSG00000236104,0.00186879,0.137735643,FALSE,0.383186354,FALSE,0.753025392,FALSE,FALSE,TRUE,FALSE,ZBTB22
H03_55345985,ENSG00000100105,0.00021993,0.192548741,TRUE,0.292429359,FALSE,8.16E-157,TRUE,FALSE,TRUE,FALSE,PATZ1
H03_55355986,ENSG00000182944,0.017125176,0.19231554,TRUE,0.723383322,FALSE,1.86E-102,TRUE,FALSE,TRUE,FALSE,EWSR1
H03_55365987,ENSG00000171161,0.00019045,0.207199683,TRUE,0.002958584,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,ZNF672
H03_55375988,ENSG00000168671,2.92E-05,0.18129584,TRUE,0.008576354,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,UGT3A2
H03_55385989,ENSG00000102760,8.22E-05,0.174885933,TRUE,0.170201943,FALSE,1.97E-131,TRUE,FALSE,TRUE,FALSE,RGCC
H03_55395990,ENSG00000158555,5.38E-05,0.127278613,FALSE,0.110898834,FALSE,2.60E-163,TRUE,FALSE,TRUE,FALSE,GDPD5
H03_55405991,ENSG00000166797,0.004687456,0.070194873,FALSE,0.024799529,TRUE,1.19E-120,TRUE,FALSE,TRUE,FALSE,CIAO2A
H03_75836284,ENSG00000188257,0.00106345,0.047050993,FALSE,0.008380132,TRUE,2.60E-93,FALSE,FALSE,TRUE,FALSE,PLA2G2A
H03_75846286,ENSG00000172006,0.00022874,0.160173805,TRUE,0.001590825,TRUE,3.06E-163,TRUE,TRUE,FALSE,FALSE,ZNF554
H04_55185977,ENSG00000165792,5.37E-05,0.074996067,FALSE,0.754484739,FALSE,1.49E-157,FALSE,FALSE,TRUE,FALSE,METTL17
H04_55195978,ENSG00000003137,0.000997771,0.009771363,FALSE,0.81764054,FALSE,5.11E-120,FALSE,FALSE,TRUE,FALSE,CYP26B1
H04_55205980,ENSG00000006611,0.000157274,0.092126691,FALSE,0.821351067,FALSE,0.000436499,TRUE,FALSE,TRUE,FALSE,USH1C
H04_55215982,ENSG00000185002,0.000381932,0.177851911,TRUE,0.001588026,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,RFX6
H04_55225983,ENSG00000184508,0.000835219,0.121454866,FALSE,0.626461582,FALSE,2.55E-164,TRUE,FALSE,TRUE,FALSE,HDDC3
H04_55235979,ENSG00000141579,1.98E-05,0.127894974,FALSE,0.022092693,TRUE,1.47E-162,TRUE,FALSE,TRUE,FALSE,ZNF750
H04_55335984,ENSG00000132600,0.00058488,0.162954487,TRUE,0.011933992,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,PRMT7
H04_55345985,ENSG00000125843,0.001422042,0.173866385,TRUE,0.045782936,TRUE,1.58E-58,TRUE,TRUE,FALSE,FALSE,AP5S1
H04_55355986,ENSG00000167112,9.85E-05,0.184580904,TRUE,0.499911536,FALSE,2.55E-164,TRUE,FALSE,TRUE,FALSE,TRUB2
H04_55375988,ENSG00000262919,2.95E-05,0.17777879,TRUE,0.00198376,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,CCNQ
H04_55385989,ENSG00000115232,0.000180645,0.062877357,FALSE,0.03495633,TRUE,7.67E-112,TRUE,FALSE,TRUE,FALSE,ITGA4
H04_55395990,ENSG00000187416,0.002652551,0.07179025,FALSE,0.621621152,FALSE,4.01E-103,FALSE,FALSE,TRUE,FALSE,LHFPL3
H04_6731,ENSG00000162623,0.000349008,0.063194398,FALSE,0.134065986,FALSE,1.55E-157,TRUE,FALSE,TRUE,FALSE,TYW3
H04_6734,ENSG00000087586,0.000886696,0.548785537,TRUE,6.34E-19,TRUE,2.55E-164,TRUE,TRUE,FALSE,FALSE,AURKA
H04_75836284,ENSG00000111716,0.000797067,0.034439437,FALSE,0.213224134,FALSE,6.01E-159,TRUE,FALSE,TRUE,FALSE,LDHB
H04_75846286,ENSG00000196420,0.002364578,0.02962952,FALSE,0.072409706,FALSE,2.55E-164,TRUE,FALSE,TRUE,FALSE,S100A5
H05_55185977,ENSG00000197747,0.000287812,0.138675618,FALSE,0.617823366,FALSE,8.10E-105,FALSE,FALSE,TRUE,FALSE,S100A10
H05_55195978,ENSG00000152580,2.11E-05,0.113305278,FALSE,0.129995758,FALSE,9.10E-40,TRUE,FALSE,TRUE,FALSE,IGSF10
H05_55205980,ENSG00000004660,0.000875957,0.131421406,FALSE,0.576583629,FALSE,1.92E-63,TRUE,FALSE,TRUE,FALSE,CAMKK1
H05_55215982,ENSG00000181789,0.00097874,0.104105309,FALSE,0.293796198,FALSE,1.54E-13,FALSE,FALSE,TRUE,FALSE,COPG1
H05_55245981,ENSG00000164944,0.000494098,0.039009823,FALSE,0.91384108,FALSE,4.53E-73,TRUE,FALSE,TRUE,FALSE,VIRMA
H05_55335984,ENSG00000198740,0.002198716,0.102974838,FALSE,0.759782452,FALSE,6.68E-149,TRUE,FALSE,TRUE,FALSE,ZNF652
H05_55355986,ENSG00000234616,0.000185352,0.156123457,TRUE,0.228475708,FALSE,6.31E-158,TRUE,FALSE,TRUE,FALSE,JRK
H05_55375988,ENSG00000137462,4.27E-05,0.056298909,FALSE,0.066667673,FALSE,1.14E-137,TRUE,FALSE,TRUE,TRUE,TLR2
H05_55395990,ENSG00000109929,0.002349323,0.359879823,TRUE,0.417576813,FALSE,9.53E-88,TRUE,FALSE,TRUE,FALSE,SC5D
H05_55405991,ENSG00000112312,0.08637102,0.917399894,TRUE,5.19E-34,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,GMNN
H05_6717,ENSG00000167065,0.015392352,0.810897202,TRUE,3.74E-28,TRUE,2.55E-164,TRUE,TRUE,FALSE,FALSE,DUSP18
H05_6720,ENSG00000101639,0.000106969,0.13634202,FALSE,0.084283191,FALSE,1,FALSE,FALSE,TRUE,FALSE,CEP192
H05_6724,ENSG00000145388,0.00667063,0.226497633,TRUE,0.005118041,TRUE,2.55E-164,TRUE,TRUE,FALSE,FALSE,METTL14
H05_75836284,ENSG00000180035,6.12E-06,0.097827694,FALSE,0.014858541,TRUE,1.61E-154,TRUE,FALSE,TRUE,FALSE,ZNF48
H05_75846286,ENSG00000128849,0.000485526,0.112755852,FALSE,0.782938763,FALSE,7.17E-73,TRUE,FALSE,TRUE,FALSE,CGNL1
H06_55185977,ENSG00000068796,0.000225723,0.221662264,TRUE,2.77E-06,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,KIF2A
H06_55195978,ENSG00000117143,0.001807093,0.17551296,TRUE,0.053184623,FALSE,5.15E-21,TRUE,FALSE,TRUE,FALSE,UAP1
H06_55215982,ENSG00000179133,0.002546052,0.19219633,TRUE,0.009481071,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,C10orf67
H06_55225983,ENSG00000111331,0.000818826,0.197558972,TRUE,0.048295722,TRUE,2.55E-164,TRUE,TRUE,FALSE,FALSE,OAS3
H06_55235979,ENSG00000096070,0.000524089,0.067920521,FALSE,0.118143779,FALSE,2.38E-60,FALSE,FALSE,TRUE,FALSE,BRPF3
H06_55245981,ENSG00000111653,0.009883055,0.247399866,TRUE,2.68E-07,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,ING4
H06_55335984,ENSG00000181666,0.000563259,0.249509468,TRUE,0.250204701,FALSE,8.86E-163,TRUE,FALSE,TRUE,FALSE,ZNF875
H06_55345985,ENSG00000070778,6.47E-05,0.186430353,TRUE,0.000839431,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,PTPN21
H06_55355986,ENSG00000145041,0.001660671,0.015962702,FALSE,0.301627098,FALSE,2.55E-164,TRUE,FALSE,TRUE,FALSE,DCAF1
H06_55365987,ENSG00000221843,0.000683418,0.143238743,TRUE,0.021071431,TRUE,3.51E-157,TRUE,TRUE,FALSE,FALSE,C2orf16
H06_55385989,ENSG00000070669,0.001595,0.124953648,FALSE,0.009589723,TRUE,2.75E-164,TRUE,FALSE,TRUE,TRUE,ASNS
H06_55405991,ENSG00000100401,0.005006498,0.247566178,TRUE,0.150385953,FALSE,2.55E-164,TRUE,FALSE,TRUE,FALSE,RANGAP1
H06_6719,ENSG00000214274,0.00024362,0.237184677,TRUE,1.59E-07,TRUE,2.55E-164,TRUE,TRUE,FALSE,FALSE,ANG
H06_6724,ENSG00000128050,0.000177638,0.16949527,TRUE,0.58630295,FALSE,2.55E-164,TRUE,FALSE,TRUE,FALSE,PAICS
H06_75846286,ENSG00000088543,0.000132832,0.099718347,FALSE,0.616281386,FALSE,6.37E-160,FALSE,FALSE,TRUE,FALSE,C3orf18
H07_55195978,ENSG00000183943,0.000103356,0.090684076,FALSE,0.432142605,FALSE,7.49E-160,TRUE,FALSE,TRUE,FALSE,PRKX
H07_55215982,ENSG00000066084,0.000252574,0.084253823,FALSE,0.277099864,FALSE,1.33E-129,TRUE,FALSE,TRUE,FALSE,DIP2B
H07_55225983,ENSG00000005513,0.002348878,0.142419834,TRUE,0.003239928,TRUE,2.58E-164,TRUE,TRUE,FALSE,TRUE,SOX8
H07_55235979,ENSG00000104325,0.003578662,0.047511862,FALSE,0.044007425,TRUE,6.85E-61,TRUE,FALSE,TRUE,FALSE,DECR1
H07_55245981,ENSG00000187144,0.000836942,0.087743699,FALSE,0.754484739,FALSE,6.25E-57,FALSE,FALSE,TRUE,FALSE,SPATA21
H07_55335984,ENSG00000100197,0.000126412,0.164552372,TRUE,0.392016881,FALSE,4.00E-148,TRUE,FALSE,TRUE,FALSE,CYP2D6
H07_55345985,ENSG00000167470,6.65E-05,0.35938518,TRUE,1.16E-13,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,MIDN
H07_55355986,ENSG00000036549,0.000218887,0.058706158,FALSE,0.040257628,TRUE,1.83E-162,TRUE,FALSE,TRUE,FALSE,AC118549.1
H07_55365987,ENSG00000127419,0.003337924,0.159217259,TRUE,0.250428967,FALSE,5.71E-162,TRUE,FALSE,TRUE,FALSE,TMEM175
H07_55395990,ENSG00000099949,0.000272175,0.091728201,FALSE,0.226947785,FALSE,8.57E-52,TRUE,FALSE,TRUE,FALSE,LZTR1
H07_55405991,ENSG00000138161,9.39E-05,0.084247186,FALSE,0.179598829,FALSE,5.14E-91,TRUE,FALSE,TRUE,FALSE,CUZD1
H07_6718,ENSG00000141510,3.50E-05,0.49684582,TRUE,1.52E-08,TRUE,2.55E-164,TRUE,TRUE,FALSE,FALSE,TP53
H08_55185977,ENSG00000166912,0.000238786,0.074042701,FALSE,0.181290373,FALSE,7.96E-24,TRUE,FALSE,TRUE,FALSE,MTMR10
H08_55195978,ENSG00000162391,0.007894519,0.268365212,TRUE,0.00610153,TRUE,1.43E-17,TRUE,TRUE,FALSE,FALSE,FAM151A
H08_55215982,ENSG00000110057,0.002525995,0.120490015,FALSE,0.045624645,TRUE,3.39E-34,TRUE,FALSE,TRUE,FALSE,UNC93B1
H08_55225983,ENSG00000141971,0.00061714,0.10325672,FALSE,0.01583961,TRUE,2.47E-60,FALSE,FALSE,TRUE,FALSE,MVB12A
H08_55235979,ENSG00000163697,0.003661245,0.139132434,FALSE,0.281685634,FALSE,8.57E-164,TRUE,FALSE,TRUE,FALSE,APBB2
H08_55245981,ENSG00000144821,0.000133352,0.097281023,FALSE,0.304487175,FALSE,2.81E-55,TRUE,FALSE,TRUE,FALSE,MYH15
H08_55335984,ENSG00000130045,0.000556818,0.070548073,FALSE,0.734182975,FALSE,2.51E-16,FALSE,FALSE,TRUE,FALSE,NXNL2
H08_55345985,ENSG00000157601,0.001556413,0.113955667,FALSE,0.511979212,FALSE,2.55E-164,TRUE,FALSE,TRUE,FALSE,MX1
H08_55355986,ENSG00000156853,0.000348617,0.191713062,TRUE,0.0140429,TRUE,9.64E-161,TRUE,TRUE,FALSE,TRUE,ZNF689
H08_55365987,ENSG00000131153,0.000505924,0.027820062,FALSE,0.299204102,FALSE,2.71E-14,FALSE,FALSE,TRUE,FALSE,GINS2
H08_55375988,ENSG00000169217,0.004036771,0.348068411,TRUE,3.18E-09,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,CD2BP2
H08_55385989,ENSG00000169016,0.000376228,0.063342362,FALSE,0.012081891,TRUE,7.27E-152,TRUE,FALSE,TRUE,FALSE,E2F6
H08_55395990,ENSG00000136169,0.006900943,0.047501015,FALSE,0.477710519,FALSE,6.57E-13,FALSE,FALSE,TRUE,FALSE,SETDB2
H08_55405991,ENSG00000168958,0.000177212,0.105175941,FALSE,0.023871991,TRUE,6.23E-105,TRUE,FALSE,TRUE,FALSE,MFF
H08_6717,ENSG00000111640,0.006572105,0.158890957,TRUE,0.250338641,FALSE,8.64E-143,TRUE,FALSE,TRUE,FALSE,GAPDH
H08_6720,ENSG00000041357,0.000118851,0.084841941,FALSE,0.016756282,TRUE,3.15E-109,TRUE,FALSE,TRUE,FALSE,PSMA4
H08_75836284,ENSG00000182481,0.000761146,0.155793719,TRUE,0.003393209,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,KPNA2
H09_55185977,ENSG00000168496,0.006256248,0.172371045,TRUE,0.30468136,FALSE,8.47E-09,FALSE,FALSE,TRUE,FALSE,FEN1
H09_55195978,ENSG00000121871,0.000316713,0.021800044,FALSE,0.784013866,FALSE,7.38E-73,TRUE,FALSE,TRUE,FALSE,SLITRK3
H09_55205980,ENSG00000119711,3.50E-05,0.099383158,FALSE,0.829584413,FALSE,3.66E-93,TRUE,FALSE,TRUE,FALSE,ALDH6A1
H09_55215982,ENSG00000177613,0.001304153,0.199391043,TRUE,0.400684057,FALSE,8.78E-164,TRUE,FALSE,TRUE,FALSE,CSTF2T
H09_55225983,ENSG00000167216,0.000277378,0.106701566,FALSE,0.499079859,FALSE,2.02E-57,FALSE,FALSE,TRUE,FALSE,KATNAL2
H09_55235979,ENSG00000171408,0.000268335,0.208439749,TRUE,0.002157033,TRUE,5.75E-163,TRUE,TRUE,FALSE,FALSE,PDE7B
H09_55245981,ENSG00000124370,9.33E-05,0.137233215,FALSE,0.00603084,TRUE,6.96E-161,TRUE,FALSE,TRUE,TRUE,MCEE
H09_55335984,ENSG00000107021,0.002663701,0.175917729,TRUE,0.733114888,FALSE,1.19E-126,TRUE,FALSE,TRUE,FALSE,TBC1D13
H09_55345985,ENSG00000083799,0.000241908,0.169172395,TRUE,1.59E-06,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,CYLD
H09_55365987,ENSG00000138346,0.000330785,0.065757712,FALSE,0.47951778,FALSE,2.25E-122,FALSE,FALSE,TRUE,FALSE,DNA2
H09_55385989,ENSG00000168904,0.000153036,0.127584121,FALSE,0.268487029,FALSE,2.32E-145,TRUE,FALSE,TRUE,FALSE,LRRC28
H09_55395990,ENSG00000143147,0.002088836,0.291421326,TRUE,0.022092693,TRUE,5.61E-108,TRUE,TRUE,FALSE,FALSE,GPR161
H09_55405991,ENSG00000170989,1.81E-05,0.110416308,FALSE,0.210285576,FALSE,2.58E-164,TRUE,FALSE,TRUE,FALSE,S1PR1
H09_6724,ENSG00000067057,8.65E-05,0.161617656,TRUE,0.002732585,TRUE,6.59E-164,TRUE,TRUE,FALSE,FALSE,PFKP
H09_75836284,ENSG00000037757,0.00027947,0.149595371,TRUE,0.79495922,FALSE,2.20E-150,TRUE,FALSE,TRUE,FALSE,MRI1
H10_55205980,ENSG00000156261,0.001858474,0.049978733,FALSE,0.698784672,FALSE,6.83E-47,TRUE,FALSE,TRUE,FALSE,CCT8
H10_55215982,ENSG00000149972,0.000798401,0.089999856,FALSE,0.122653495,FALSE,3.23E-84,TRUE,FALSE,TRUE,FALSE,CNTN5
H10_55235979,ENSG00000146856,5.51E-05,0.169386244,TRUE,0.017251396,TRUE,6.88E-163,TRUE,TRUE,FALSE,FALSE,AGBL3
H10_55245981,ENSG00000160180,0.001620572,0.146702102,TRUE,0.866532,FALSE,7.21E-150,TRUE,FALSE,TRUE,FALSE,TFF3
H10_55345985,ENSG00000204264,0.000323724,0.17534699,TRUE,0.003559977,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,PSMB8
H10_55355986,ENSG00000137185,0.000948128,0.232889125,TRUE,0.135554146,FALSE,2.44E-10,TRUE,FALSE,TRUE,FALSE,ZSCAN9
H10_55375988,ENSG00000166261,3.80E-05,0.05446246,FALSE,0.022231139,TRUE,0.002240801,TRUE,FALSE,TRUE,FALSE,ZNF202
H10_55385989,ENSG00000177511,1.04E-05,0.097705377,FALSE,0.721828877,FALSE,0.000237765,FALSE,FALSE,TRUE,FALSE,ST8SIA3
H10_55395990,ENSG00000198952,1.09E-05,0.151897446,TRUE,0.664281958,FALSE,1.82E-163,TRUE,FALSE,TRUE,FALSE,SMG5
H10_55405991,ENSG00000154118,0.003979849,0.189343788,TRUE,0.00068141,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,JPH3
H10_6717,ENSG00000121297,0.002305577,0.046140924,FALSE,0.907129421,FALSE,2.66E-131,FALSE,FALSE,TRUE,FALSE,TSHZ3
H10_75836284,ENSG00000164346,2.98E-05,0.128328546,FALSE,0.051918251,FALSE,1.29E-98,TRUE,FALSE,TRUE,FALSE,NSA2
H11_55185977,ENSG00000115604,0.00012048,0.186445789,TRUE,0.273664738,FALSE,1.28E-85,TRUE,FALSE,TRUE,FALSE,IL18R1
H11_55195978,ENSG00000108091,0.000596476,0.152075836,TRUE,0.715473686,FALSE,8.43E-143,TRUE,FALSE,TRUE,FALSE,CCDC6
H11_55205980,ENSG00000119318,0.000158379,0.15835725,TRUE,0.698279497,FALSE,2.55E-164,TRUE,FALSE,TRUE,FALSE,RAD23B
H11_55215982,ENSG00000111231,0.001011232,0.179175269,TRUE,0.023871991,TRUE,2.55E-164,TRUE,TRUE,FALSE,FALSE,GPN3
H11_55225983,ENSG00000124098,0.002234691,0.124327069,FALSE,0.329751803,FALSE,1.81E-143,TRUE,FALSE,TRUE,FALSE,FAM210B
H11_55235979,ENSG00000198722,0.000179556,0.156138013,TRUE,0.027167864,TRUE,2.55E-164,TRUE,TRUE,FALSE,FALSE,UNC13B
H11_55245981,ENSG00000039319,0.000349043,0.166217554,TRUE,0.040952315,TRUE,4.74E-164,TRUE,TRUE,FALSE,TRUE,ZFYVE16
H11_55335984,ENSG00000143515,0.000265582,0.318322182,TRUE,0.018575359,TRUE,4.20E-164,TRUE,TRUE,FALSE,TRUE,ATP8B2
H11_55345985,ENSG00000184640,6.54E-05,0.069186407,FALSE,0.626638478,FALSE,6.97E-96,TRUE,FALSE,TRUE,FALSE,SEPTIN9
H11_55375988,ENSG00000188976,0.000244265,0.168414237,TRUE,0.000241321,TRUE,2.55E-164,TRUE,TRUE,FALSE,TRUE,NOC2L
H11_55385989,ENSG00000155868,2.75E-05,0.121581564,FALSE,0.673795805,FALSE,1.25E-144,TRUE,FALSE,TRUE,FALSE,MED7
H11_6721,ENSG00000109861,5.59E-05,0.05741965,FALSE,0.598961373,FALSE,6.47E-164,TRUE,FALSE,TRUE,FALSE,CTSC
H11_75836284,ENSG00000103160,8.45E-05,0.140144498,FALSE,0.567175472,FALSE,6.20E-83,TRUE,FALSE,TRUE,FALSE,HSDL1
