well_plate,ENSG,var_comp,perc_var_comp,pass_percvar,wp_comp_kruskal_gaussccd_adj,pass_gauss,perc_var_rng_wilcoxon_p_adj,pass_percvar_rng,mean_percvar_diff_from_random,pass_median_diff,ccd_comp,nonccd_comp,wp_prev_ccd,gene_name
B02_55405991,ENSG00000120594,0.000270501,0.166864856,TRUE,0.022580522,TRUE,2.85E-162,TRUE,0.069321899,TRUE,TRUE,FALSE,FALSE,PLXDC2
B02_6720,ENSG00000115977,0.000260154,0.111680301,FALSE,0.048470378,TRUE,5.41E-75,TRUE,0.015534135,FALSE,FALSE,TRUE,FALSE,AAK1
B02_6724,ENSG00000151414,8.24E-05,0.163732351,TRUE,0.040257628,TRUE,2.30E-162,TRUE,0.067422239,TRUE,TRUE,FALSE,FALSE,NEK7
B02_75836284,ENSG00000144354,0.004542501,0.097303996,FALSE,0.907129421,FALSE,3.46E-09,TRUE,0.004315883,FALSE,FALSE,TRUE,FALSE,CDCA7
B02_75846286,ENSG00000105640,7.42E-05,0.148539492,TRUE,0.001447174,TRUE,5.06E-162,TRUE,0.051991361,TRUE,TRUE,FALSE,FALSE,RPL18A
B03_55185977,ENSG00000165025,8.65E-06,0.100141047,FALSE,0.064878673,FALSE,6.57E-20,TRUE,0.008299971,FALSE,FALSE,TRUE,FALSE,SYK
B03_55195978,ENSG00000095739,4.22E-05,0.14530788,TRUE,0.08444326,FALSE,7.78E-161,TRUE,0.050543236,TRUE,TRUE,FALSE,FALSE,BAMBI
B03_55215982,ENSG00000164163,0.001041238,0.120334663,FALSE,0.638144544,FALSE,1.08E-121,TRUE,0.021617795,FALSE,FALSE,TRUE,FALSE,ABCE1
B03_55225983,ENSG00000021776,0.000415694,0.143865174,TRUE,0.330698336,FALSE,5.70E-162,TRUE,0.047274351,FALSE,FALSE,TRUE,FALSE,AQR
B03_55235979,ENSG00000006747,0.000267344,0.073507126,FALSE,0.617823366,FALSE,1321,FALSE,-0.021373167,FALSE,FALSE,TRUE,FALSE,SCIN
B03_55245981,ENSG00000196588,0.000317567,0.102633126,FALSE,0.552675909,FALSE,1.06E-18,TRUE,0.005737119,FALSE,FALSE,TRUE,FALSE,MRTFA
B03_55335984,ENSG00000172663,0.00020658,0.129580702,TRUE,0.099167234,FALSE,6.98E-155,TRUE,0.033958023,FALSE,FALSE,TRUE,FALSE,TMEM134
B03_55345985,ENSG00000196419,0.012084055,0.106447289,FALSE,0.048183484,TRUE,1.48E-53,TRUE,0.010047923,FALSE,FALSE,TRUE,FALSE,XRCC6
B03_55355986,ENSG00000104299,0.00050909,0.182300726,TRUE,0.160421807,FALSE,2.48E-162,TRUE,0.085733794,TRUE,TRUE,FALSE,FALSE,INTS9
B03_55365987,ENSG00000123496,0.000256597,0.110969706,FALSE,0.046943521,TRUE,1.90E-73,TRUE,0.013715734,FALSE,FALSE,TRUE,FALSE,IL13RA2
B03_55375988,ENSG00000156239,7.03E-05,0.489280744,TRUE,1.79E-17,TRUE,2.20E-162,TRUE,0.393013848,TRUE,TRUE,FALSE,TRUE,N6AMT1
B03_55395990,ENSG00000166483,0.000487199,0.130688925,TRUE,0.004773372,TRUE,5.19E-154,TRUE,0.0341098,FALSE,FALSE,TRUE,FALSE,WEE1
B03_55405991,ENSG00000102316,0.005338932,0.153527697,TRUE,0.121620788,FALSE,3.07E-162,TRUE,0.057662076,TRUE,TRUE,FALSE,TRUE,MAGED2
B03_6736,ENSG00000100749,1.24E-05,0.166823831,TRUE,9.24E-06,TRUE,2.24E-162,TRUE,0.071164532,TRUE,TRUE,FALSE,FALSE,VRK1
B03_75836284,ENSG00000186198,1.54E-06,0.113078719,FALSE,0.189484971,FALSE,1.36E-74,TRUE,0.01820832,FALSE,FALSE,TRUE,FALSE,SLC51B
B04_55185977,ENSG00000183354,0.000109795,0.166185457,TRUE,0.852434777,FALSE,1.46E-158,TRUE,0.076279604,TRUE,TRUE,FALSE,FALSE,KIAA2026
B04_55205980,ENSG00000164649,0.001084586,0.139027406,TRUE,0.008188708,TRUE,8.10E-153,TRUE,0.045100193,FALSE,FALSE,TRUE,FALSE,CDCA7L
B04_55215982,ENSG00000113119,4.72E-05,0.105388175,FALSE,0.863408428,FALSE,3.13E-39,TRUE,0.008581148,FALSE,FALSE,TRUE,FALSE,TMCO6
B04_55225983,ENSG00000198826,0.003614305,0.151920915,TRUE,0.065329663,FALSE,3.01E-162,TRUE,0.055748483,TRUE,TRUE,FALSE,FALSE,ARHGAP11A
B04_55335984,ENSG00000138796,0.000515367,0.098948759,FALSE,0.581205245,FALSE,7.69E-07,TRUE,0.003497477,FALSE,FALSE,TRUE,FALSE,HADH
B04_55365987,ENSG00000005339,0.001118803,0.160617377,TRUE,0.004686881,TRUE,2.60E-162,TRUE,0.062829828,TRUE,TRUE,FALSE,TRUE,CREBBP
B04_55375988,ENSG00000179008,0.00112923,0.245101592,TRUE,0.059364628,FALSE,2.20E-162,TRUE,0.148473373,TRUE,TRUE,FALSE,FALSE,C14orf39
B04_55385989,ENSG00000132466,0.00605953,0.094465989,FALSE,0.606026894,FALSE,0.00014359,TRUE,0.00264485,FALSE,FALSE,TRUE,FALSE,ANKRD17
B04_55395990,ENSG00000165501,0.000173461,0.143256333,TRUE,0.359318986,FALSE,6.58E-161,TRUE,0.046619093,FALSE,FALSE,TRUE,FALSE,LRR1
B04_55405991,ENSG00000173599,0.000161099,0.207239579,TRUE,0.012081891,TRUE,2.20E-162,TRUE,0.111561323,TRUE,TRUE,FALSE,TRUE,PC
B04_6724,ENSG00000122884,0.001015803,0.187959362,TRUE,0.042058164,TRUE,2.20E-162,TRUE,0.090302513,TRUE,TRUE,FALSE,FALSE,P4HA1
B04_75836284,ENSG00000156026,8.81E-06,0.101541692,FALSE,0.885049407,FALSE,1.37E-19,TRUE,0.007224886,FALSE,FALSE,TRUE,FALSE,MCU
B05_55185977,ENSG00000196652,0.002112599,0.087702401,FALSE,0.816969277,FALSE,0.041227011,FALSE,0.001584057,FALSE,FALSE,TRUE,FALSE,ZKSCAN5
B05_55195978,ENSG00000115904,0.000172371,0.210684864,TRUE,0.627062952,FALSE,2.20E-162,TRUE,0.113697458,TRUE,TRUE,FALSE,FALSE,SOS1
B05_55205980,ENSG00000124496,0.005769398,0.100822161,FALSE,0.568327187,FALSE,4.36E-25,TRUE,0.004468658,FALSE,FALSE,TRUE,FALSE,TRERF1
B05_55215982,ENSG00000178999,0.001779159,0.22222652,TRUE,1.61E-06,TRUE,2.20E-162,TRUE,0.125912151,TRUE,TRUE,FALSE,TRUE,AURKB
B05_55225983,ENSG00000125534,0.01257438,0.202932295,TRUE,0.04750963,TRUE,2.20E-162,TRUE,0.106448092,TRUE,TRUE,FALSE,TRUE,PPDPF
B05_55235979,ENSG00000141258,0.001533603,0.125989931,TRUE,0.0132745,TRUE,5.26E-125,TRUE,0.035977722,FALSE,FALSE,TRUE,FALSE,SGSM2
B05_55345985,ENSG00000128731,0.000110093,0.148939115,TRUE,0.607894161,FALSE,4.21E-162,TRUE,0.052147298,TRUE,TRUE,FALSE,FALSE,HERC2
B05_55355986,ENSG00000068489,0.000200609,0.321125247,TRUE,3.43E-06,TRUE,2.20E-162,TRUE,0.22678757,TRUE,TRUE,FALSE,TRUE,PRR11
B05_55365987,ENSG00000010219,3.66E-05,0.138377578,TRUE,0.044568754,TRUE,1.22E-158,TRUE,0.042976801,FALSE,FALSE,TRUE,FALSE,DYRK4
B05_55375988,ENSG00000104979,0.000194252,0.180314732,TRUE,0.003322215,TRUE,2.22E-162,TRUE,0.085508129,TRUE,TRUE,FALSE,TRUE,C19orf53
B05_55385989,ENSG00000161011,0.003970739,0.084520598,FALSE,0.461078812,FALSE,1321,FALSE,-0.011009292,FALSE,FALSE,TRUE,FALSE,SQSTM1
B05_55395990,ENSG00000102908,0.000455182,0.2193608,TRUE,0.001633397,TRUE,2.20E-162,TRUE,0.121896735,TRUE,TRUE,FALSE,TRUE,NFAT5
B05_55405991,ENSG00000160710,0.000929787,0.166223016,TRUE,0.016604355,TRUE,5.23E-162,TRUE,0.070418649,TRUE,TRUE,FALSE,TRUE,ADAR
B05_6724,ENSG00000079462,9.90E-06,0.117727617,FALSE,0.544270782,FALSE,3.10E-106,TRUE,0.022773352,FALSE,FALSE,TRUE,FALSE,PAFAH1B3
B05_6736,ENSG00000171174,2.56E-05,0.130083638,TRUE,0.888566783,FALSE,2.22E-148,TRUE,0.032295518,FALSE,FALSE,TRUE,FALSE,RBKS
B06_55185977,ENSG00000166526,0.001720608,0.141463055,TRUE,0.408558268,FALSE,1.30E-153,TRUE,0.049717766,FALSE,FALSE,TRUE,FALSE,ZNF3
B06_55195978,ENSG00000118985,0.001225263,0.106961019,FALSE,0.227220574,FALSE,1.63E-55,TRUE,0.0135845,FALSE,FALSE,TRUE,FALSE,ELL2
B06_55205980,ENSG00000134690,0.002316147,0.313407488,TRUE,0.004594717,TRUE,2.20E-162,TRUE,0.21934291,TRUE,TRUE,FALSE,TRUE,CDCA8
B06_55215982,ENSG00000159216,0.008886749,0.126534797,TRUE,0.975645392,FALSE,1.82E-143,TRUE,0.031054835,FALSE,FALSE,TRUE,FALSE,RUNX1
B06_55225983,ENSG00000189091,0.0002439,0.093443041,FALSE,0.048470378,TRUE,1311.071117,FALSE,-0.002950175,FALSE,FALSE,TRUE,FALSE,SF3B3
B06_55235979,ENSG00000114857,0.002468944,0.077757236,FALSE,0.023435639,TRUE,1321,FALSE,-0.01417546,FALSE,FALSE,TRUE,FALSE,NKTR
B06_55345985,ENSG00000010803,0.000628138,0.140813372,TRUE,0.006171168,TRUE,1.07E-159,TRUE,0.043822133,FALSE,FALSE,TRUE,FALSE,SCMH1
B06_55355986,ENSG00000248383,0.000496239,0.14264673,TRUE,0.016762147,TRUE,7.64E-158,TRUE,0.048360339,FALSE,FALSE,TRUE,FALSE,PCDHAC1
B06_55365987,ENSG00000134013,3.97E-05,0.137966039,TRUE,0.007743881,TRUE,3.12E-154,TRUE,0.041895034,FALSE,FALSE,TRUE,FALSE,LOXL2
B06_55375988,ENSG00000070729,0.000293826,0.123927801,TRUE,0.003663887,TRUE,3.22E-136,TRUE,0.028427017,FALSE,FALSE,TRUE,FALSE,CNGB1
B06_55385989,ENSG00000125731,0.002851932,0.129870298,TRUE,0.001515654,TRUE,6.65E-151,TRUE,0.033983327,FALSE,FALSE,TRUE,FALSE,SH2D3A
B06_55395990,ENSG00000188368,0.000218404,0.232248255,TRUE,0.000200415,TRUE,2.20E-162,TRUE,0.13526215,TRUE,TRUE,FALSE,TRUE,PRR19
B06_55405991,ENSG00000147421,0.001367856,0.206909805,TRUE,0.000135654,TRUE,2.20E-162,TRUE,0.111193628,TRUE,TRUE,FALSE,TRUE,HMBOX1
B06_6736,ENSG00000181038,1.06E-05,0.172002641,TRUE,0.749004303,FALSE,3.25E-162,TRUE,0.077684256,TRUE,TRUE,FALSE,FALSE,METTL23
B06_75836284,ENSG00000107295,0.000224462,0.121442635,FALSE,0.653717692,FALSE,1.50E-132,TRUE,0.026387178,FALSE,FALSE,TRUE,TRUE,SH3GL2
B06_75846286,ENSG00000168918,0.000422139,0.147877358,TRUE,0.269341266,FALSE,5.59E-161,TRUE,0.05176883,TRUE,TRUE,FALSE,FALSE,INPP5D
B07_55185977,ENSG00000132792,0.002669291,0.102011412,FALSE,0.724363401,FALSE,5.31E-42,TRUE,0.014396699,FALSE,FALSE,TRUE,FALSE,CTNNBL1
B07_55195978,ENSG00000171492,0.001443892,0.086191245,FALSE,0.354857746,FALSE,1321,FALSE,-0.009978593,FALSE,FALSE,TRUE,FALSE,LRRC8D
B07_55205980,ENSG00000143452,0.009698608,0.72267644,TRUE,8.11E-17,TRUE,2.20E-162,TRUE,0.629319751,TRUE,TRUE,FALSE,TRUE,HORMAD1
B07_55215982,ENSG00000169180,0.003500526,0.14277005,TRUE,0.223341935,FALSE,2.23E-160,TRUE,0.046319078,FALSE,FALSE,TRUE,FALSE,XPO6
B07_55225983,ENSG00000124074,0.00033385,0.180890616,TRUE,0.107729874,FALSE,2.20E-162,TRUE,0.085933876,TRUE,TRUE,FALSE,FALSE,ENKD1
B07_55235979,ENSG00000167183,0.00030871,0.048048024,FALSE,0.839086946,FALSE,1321,FALSE,-0.045642582,FALSE,FALSE,TRUE,FALSE,PRR15L
B07_55245981,ENSG00000116039,0.00020404,0.157187967,TRUE,0.084165791,FALSE,2.61E-162,TRUE,0.063128457,TRUE,TRUE,FALSE,FALSE,ATP6V1B1
B07_55335984,ENSG00000119729,0.00030914,0.153746798,TRUE,0.049043453,TRUE,1.19E-161,TRUE,0.059578139,TRUE,TRUE,FALSE,FALSE,RHOQ
B07_55345985,ENSG00000198919,0.000444626,0.155201538,TRUE,0.079862476,FALSE,6.34E-162,TRUE,0.058270935,TRUE,TRUE,FALSE,FALSE,DZIP3
B07_55355986,ENSG00000114346,0.000412231,0.140282798,TRUE,0.008176303,TRUE,7.95E-159,TRUE,0.04385311,FALSE,FALSE,TRUE,FALSE,ECT2
B07_55365987,ENSG00000171848,0.00091628,0.501511389,TRUE,6.03E-32,TRUE,2.20E-162,TRUE,0.404732101,TRUE,TRUE,FALSE,TRUE,RRM2
B07_55385989,ENSG00000081479,3.02E-05,0.116569835,FALSE,0.087973854,FALSE,1.90E-108,TRUE,0.021248124,FALSE,FALSE,TRUE,FALSE,LRP2
B07_55395990,ENSG00000145244,0.000342673,0.163609745,TRUE,0.004293559,TRUE,2.68E-162,TRUE,0.068506965,TRUE,TRUE,FALSE,TRUE,CORIN
B07_55405991,ENSG00000137807,0.003858838,0.561723893,TRUE,7.36E-28,TRUE,2.20E-162,TRUE,0.465207368,TRUE,TRUE,FALSE,TRUE,KIF23
B07_6720,ENSG00000099812,0.000139432,0.220046608,TRUE,0.003301268,TRUE,2.20E-162,TRUE,0.125043863,TRUE,TRUE,FALSE,FALSE,MISP
B07_75846286,ENSG00000107581,2.91E-05,0.185489934,TRUE,0.032896456,TRUE,2.21E-162,TRUE,0.089510253,TRUE,TRUE,FALSE,TRUE,EIF3A
B08_55185977,ENSG00000126947,0.000191743,0.126356287,TRUE,0.282733602,FALSE,9.66E-128,TRUE,0.036625829,FALSE,FALSE,TRUE,FALSE,ARMCX1
B08_55195978,ENSG00000089022,5.60E-05,0.221115948,TRUE,0.000551437,TRUE,2.20E-162,TRUE,0.125177287,TRUE,TRUE,FALSE,TRUE,MAPKAPK5
B08_55205980,ENSG00000105204,0.00304545,0.108231093,FALSE,0.011469197,TRUE,3.93E-158,TRUE,0.017677599,FALSE,FALSE,TRUE,TRUE,DYRK1B
B08_55215982,ENSG00000137478,0.000215439,0.136634483,TRUE,0.086115262,FALSE,7.98E-158,TRUE,0.040035397,FALSE,FALSE,TRUE,FALSE,FCHSD2
B08_55225983,ENSG00000090013,0.006153594,0.155997117,TRUE,0.659162777,FALSE,6.00E-162,TRUE,0.061352972,TRUE,TRUE,FALSE,FALSE,BLVRB
B08_55335984,ENSG00000168538,0.001062052,0.179393279,TRUE,0.070051518,FALSE,2.24E-162,TRUE,0.084980248,TRUE,TRUE,FALSE,TRUE,TRAPPC11
B08_55345985,ENSG00000099812,0.000652512,0.143675043,TRUE,0.037460232,TRUE,5.58E-159,TRUE,0.047180252,FALSE,FALSE,TRUE,FALSE,MISP
B08_55355986,ENSG00000101082,4.04E-05,0.108693597,FALSE,0.004316616,TRUE,2.86E-54,TRUE,0.013292186,FALSE,FALSE,TRUE,FALSE,SLA2
B08_55385989,ENSG00000013573,0.000761145,0.115467323,FALSE,0.026094077,TRUE,4.30E-103,TRUE,0.020268262,FALSE,FALSE,TRUE,FALSE,DDX11
B08_55395990,ENSG00000136824,0.005659456,0.499028944,TRUE,1.18E-11,TRUE,2.20E-162,TRUE,0.4017522,TRUE,TRUE,FALSE,TRUE,SMC2
B08_55405991,ENSG00000074047,0.000222447,0.145869817,TRUE,0.204600951,FALSE,5.74E-162,TRUE,0.05023495,TRUE,TRUE,FALSE,FALSE,GLI2
B08_6736,ENSG00000100596,3.18E-06,0.220175152,TRUE,4.97E-06,TRUE,2.20E-162,TRUE,0.123728167,TRUE,TRUE,FALSE,FALSE,SPTLC2
B09_55185977,ENSG00000159882,2.55E-05,0.122000268,FALSE,0.173280948,FALSE,4.33E-100,TRUE,0.029835531,FALSE,FALSE,TRUE,FALSE,ZNF230
B09_55195978,ENSG00000186111,0.002401624,0.109308559,FALSE,0.022456944,TRUE,1.28E-56,TRUE,0.014352702,FALSE,FALSE,TRUE,FALSE,PIP5K1C
B09_55205980,ENSG00000182247,0.000375448,0.11427271,FALSE,0.015880266,TRUE,9.44E-92,TRUE,0.019121654,FALSE,FALSE,TRUE,TRUE,UBE2E2
B09_55215982,ENSG00000187479,0.002861008,0.158153903,TRUE,0.002883201,TRUE,2.28E-162,TRUE,0.06130355,TRUE,TRUE,FALSE,FALSE,C11orf96
B09_55225983,ENSG00000174177,5.22E-05,0.019555007,FALSE,0.9860235,FALSE,1321,FALSE,-0.008459809,FALSE,FALSE,TRUE,FALSE,CTU2
B09_55235979,ENSG00000163348,0.001092857,0.16990873,TRUE,0.05709161,FALSE,2.20E-162,TRUE,0.074506025,TRUE,TRUE,FALSE,FALSE,PYGO2
B09_55245981,ENSG00000169228,0.000184411,0.121331569,FALSE,0.258417071,FALSE,8.19E-108,TRUE,0.024048147,FALSE,FALSE,TRUE,FALSE,RAB24
B09_55335984,ENSG00000196361,0.00010728,0.125796026,TRUE,0.069025338,FALSE,6.25E-141,TRUE,0.033523181,FALSE,FALSE,TRUE,FALSE,ELAVL3
B09_55345985,ENSG00000181274,0.000732846,0.186847011,TRUE,5.68E-05,TRUE,2.22E-162,TRUE,0.08994214,TRUE,TRUE,FALSE,TRUE,FRAT2
B09_55355986,ENSG00000134258,0.00043475,0.157934679,TRUE,0.028401569,TRUE,2.44E-162,TRUE,0.061959415,TRUE,TRUE,FALSE,FALSE,VTCN1
B09_55365987,ENSG00000132530,3.64E-05,0.161199928,TRUE,0.010664513,TRUE,2.26E-162,TRUE,0.064036574,TRUE,TRUE,FALSE,TRUE,XAF1
B09_55375988,ENSG00000110031,0.000908131,0.101175476,FALSE,0.781655155,FALSE,3.00E-11,TRUE,0.004671098,FALSE,FALSE,TRUE,FALSE,LPXN
B09_55385989,ENSG00000254470,0.000143821,0.116858342,FALSE,0.018575359,TRUE,3.70E-109,TRUE,0.020791956,FALSE,FALSE,TRUE,FALSE,AP5B1
B09_55395990,ENSG00000186166,0.000614914,0.093823932,FALSE,0.068126257,FALSE,800.3240395,FALSE,-0.000880809,FALSE,FALSE,TRUE,FALSE,CCDC84
B09_55405991,ENSG00000154447,0.002364758,0.152091444,TRUE,0.085330471,FALSE,4.65E-162,TRUE,0.055223402,TRUE,TRUE,FALSE,FALSE,SH3RF1
B09_6720,ENSG00000119950,9.89E-05,0.221108848,TRUE,0.089005048,FALSE,2.20E-162,TRUE,0.12672956,TRUE,TRUE,FALSE,FALSE,MXI1
B09_6724,ENSG00000065518,6.30E-05,0.119721131,FALSE,0.352488054,FALSE,6.48E-112,TRUE,0.023825979,FALSE,FALSE,TRUE,FALSE,NDUFB4
B10_55185977,ENSG00000143627,2.59E-05,0.13374956,TRUE,0.051918251,FALSE,4.45E-141,TRUE,0.041437851,FALSE,FALSE,TRUE,FALSE,PKLR
B10_55195978,ENSG00000100749,0.003792689,0.092442303,FALSE,0.226176267,FALSE,370.4439193,FALSE,-0.001326033,FALSE,FALSE,TRUE,FALSE,VRK1
B10_55205980,ENSG00000130544,0.000164261,0.157322343,TRUE,0.323614269,FALSE,4.23E-162,TRUE,0.06103371,TRUE,TRUE,FALSE,FALSE,ZNF557
B10_55215982,ENSG00000111300,0.000209264,0.082585578,FALSE,0.949967423,FALSE,1321,FALSE,-0.012768394,FALSE,FALSE,TRUE,FALSE,NAA25
B10_55225983,ENSG00000187994,0.003679054,0.055100697,FALSE,0.510113955,FALSE,1321,FALSE,-0.038327534,FALSE,FALSE,TRUE,FALSE,RINL
B10_55235979,ENSG00000155792,0.000100263,0.09360472,FALSE,0.03444773,TRUE,495.5914684,FALSE,-0.00089606,FALSE,FALSE,TRUE,FALSE,DEPTOR
B10_55245981,ENSG00000185811,0.000698426,0.11490929,FALSE,0.171806367,FALSE,1.22E-91,TRUE,0.020005369,FALSE,FALSE,TRUE,FALSE,IKZF1
B10_55335984,ENSG00000198356,0.000279593,0.146951409,TRUE,0.164113246,FALSE,4.89E-160,TRUE,0.052428604,TRUE,TRUE,FALSE,FALSE,GET3
B10_55345985,ENSG00000144908,4.72E-05,0.118127217,FALSE,0.268487029,FALSE,4.08E-106,TRUE,0.022663273,FALSE,FALSE,TRUE,FALSE,ALDH1L1
B10_55355986,ENSG00000174899,0.000959802,0.117927675,FALSE,0.274490743,FALSE,1.40E-107,TRUE,0.022770303,FALSE,FALSE,TRUE,FALSE,SLC66A1L
B10_55365987,ENSG00000130921,0.000407413,0.174825782,TRUE,0.039818687,TRUE,2.31E-162,TRUE,0.078786922,TRUE,TRUE,FALSE,FALSE,C12orf65
B10_55375988,ENSG00000163950,0.00204281,0.349882778,TRUE,1.26E-08,TRUE,2.20E-162,TRUE,0.254643693,TRUE,TRUE,FALSE,TRUE,SLBP
B10_55385989,ENSG00000171988,0.000411388,0.107271309,FALSE,0.079944164,FALSE,4.96E-51,TRUE,0.010864382,FALSE,FALSE,TRUE,FALSE,JMJD1C
B10_55395990,ENSG00000179111,0.000388678,0.133855732,TRUE,0.001443117,TRUE,1.87E-154,TRUE,0.038117802,FALSE,FALSE,TRUE,FALSE,HES7
B10_55405991,ENSG00000212907,0.000182666,0.150632728,TRUE,0.394523058,FALSE,1.23E-161,TRUE,0.054314207,TRUE,TRUE,FALSE,FALSE,MT-ND4L
B10_6722,ENSG00000100297,0.000519833,0.334531205,TRUE,4.70E-17,TRUE,2.20E-162,TRUE,0.237183801,TRUE,TRUE,FALSE,FALSE,MCM5
B10_75836284,ENSG00000007202,0.000456473,0.114104198,FALSE,0.004300911,TRUE,2.08E-75,TRUE,0.020355947,FALSE,FALSE,TRUE,FALSE,KIAA0100
B11_55185977,ENSG00000120071,0.000104164,0.085769436,FALSE,0.193014973,FALSE,674.9199491,FALSE,-0.003362172,FALSE,FALSE,TRUE,FALSE,KANSL1
B11_55195978,ENSG00000170345,0.004440992,0.208278369,TRUE,2.99E-06,TRUE,2.20E-162,TRUE,0.111055788,TRUE,TRUE,FALSE,TRUE,FOS
B11_55205980,ENSG00000067225,0.002073796,0.100693495,FALSE,0.340002427,FALSE,8.70E-12,TRUE,0.004030728,FALSE,FALSE,TRUE,FALSE,PKM
B11_55215982,ENSG00000107937,0.000452716,0.081824738,FALSE,0.329751803,FALSE,1321,FALSE,-0.013384272,FALSE,FALSE,TRUE,FALSE,GTPBP4
B11_55225983,ENSG00000167674,0.002358719,0.163157001,TRUE,0.100035785,FALSE,5.07E-162,TRUE,0.069082743,TRUE,TRUE,FALSE,TRUE,HDGFL2
B11_55235979,ENSG00000186185,0.003986192,0.623176219,TRUE,2.00E-13,TRUE,2.20E-162,TRUE,0.529953817,TRUE,TRUE,FALSE,TRUE,KIF18B
B11_55245981,ENSG00000112981,0.000850903,0.197678656,TRUE,0.215191905,FALSE,2.20E-162,TRUE,0.101720103,TRUE,TRUE,FALSE,FALSE,NME5
B11_55335984,ENSG00000176406,0.0001833,0.074898594,FALSE,0.831822747,FALSE,1321,FALSE,-0.017118739,FALSE,FALSE,TRUE,FALSE,RIMS2
B11_55345985,ENSG00000186871,0.001131506,0.148988934,TRUE,0.03495633,TRUE,1.81E-159,TRUE,0.052995695,TRUE,TRUE,FALSE,FALSE,ERCC6L
B11_55355986,ENSG00000160908,0.00180217,0.220374821,TRUE,3.97E-09,TRUE,2.20E-162,TRUE,0.123941586,TRUE,TRUE,FALSE,TRUE,ZNF394
B11_55365987,ENSG00000120519,0.001336346,0.385901951,TRUE,8.85E-09,TRUE,2.20E-162,TRUE,0.290113032,TRUE,TRUE,FALSE,TRUE,SLC10A7
B11_55375988,ENSG00000161835,1.24E-05,0.121487658,FALSE,0.210240452,FALSE,3.89E-123,TRUE,0.024455389,FALSE,FALSE,TRUE,FALSE,GRASP
B11_55385989,ENSG00000254656,0.000765682,0.091134106,FALSE,0.098030683,FALSE,1320.999998,FALSE,-0.003721861,FALSE,FALSE,TRUE,FALSE,RTL1
B11_55395990,ENSG00000164089,0.000532137,0.226885614,TRUE,0.001136333,TRUE,2.20E-162,TRUE,0.130317777,TRUE,TRUE,FALSE,TRUE,ETNPPL
B11_6721,ENSG00000101452,3.65E-06,0.134189775,TRUE,0.247014513,FALSE,1.09E-151,TRUE,0.038289208,FALSE,FALSE,TRUE,FALSE,DHX35
B11_75836284,ENSG00000182986,3.54E-05,0.130538558,TRUE,0.291198966,FALSE,4.70E-150,TRUE,0.034019512,FALSE,FALSE,TRUE,FALSE,ZNF320
B12_55205980,ENSG00000177494,1.58E-05,0.133476952,TRUE,0.316928043,FALSE,1.59E-151,TRUE,0.039001162,FALSE,FALSE,TRUE,FALSE,ZBED2
B12_55215982,ENSG00000127328,0.002913132,0.11644749,FALSE,0.258106079,FALSE,4.67E-108,TRUE,0.020599999,FALSE,FALSE,TRUE,FALSE,RAB3IP
B12_55235979,ENSG00000058085,2.10E-05,0.137496277,TRUE,0.595531017,FALSE,8.05E-140,TRUE,0.043274207,FALSE,FALSE,TRUE,FALSE,LAMC2
B12_55245981,ENSG00000108590,0.000115336,0.1525444,TRUE,0.198658163,FALSE,2.51E-161,TRUE,0.056781703,TRUE,TRUE,FALSE,TRUE,MED31
B12_55355986,ENSG00000146463,0.010336071,0.099444718,FALSE,0.204600951,FALSE,1.01E-06,TRUE,0.003825353,FALSE,FALSE,TRUE,FALSE,ZMYM4
B12_55365987,ENSG00000126756,0.000225834,0.15979178,TRUE,3.87E-05,TRUE,3.20E-162,TRUE,0.062253213,TRUE,TRUE,FALSE,TRUE,UXT
B12_55375988,ENSG00000046774,5.47E-05,0.196654541,TRUE,9.27E-05,TRUE,2.20E-162,TRUE,0.100524755,TRUE,TRUE,FALSE,FALSE,MAGEC2
B12_55385989,ENSG00000132405,0.000400934,0.3527421,TRUE,8.02E-06,TRUE,2.20E-162,TRUE,0.256332564,TRUE,TRUE,FALSE,TRUE,TBC1D14
B12_6724,ENSG00000103202,1.26E-06,0.221273872,TRUE,0.023679642,TRUE,2.20E-162,TRUE,0.128207625,TRUE,TRUE,FALSE,FALSE,NME4
B12_75836284,ENSG00000069399,0.000188548,0.1452306,TRUE,0.421191783,FALSE,8.55E-162,TRUE,0.048444694,FALSE,FALSE,TRUE,TRUE,BCL3
C01_55185977,ENSG00000213190,0.000158389,0.101829969,FALSE,0.494523988,FALSE,5.08E-20,TRUE,0.007498201,FALSE,FALSE,TRUE,FALSE,MLLT11
C01_55205980,ENSG00000184661,0.000350271,0.338027333,TRUE,1.53E-11,TRUE,2.20E-162,TRUE,0.23993927,TRUE,TRUE,FALSE,TRUE,CDCA2
C01_55215982,ENSG00000169919,7.49E-06,0.096309742,FALSE,0.490462638,FALSE,1303.254111,FALSE,-0.00176843,FALSE,FALSE,TRUE,FALSE,GUSB
C01_55225983,ENSG00000111011,0.008215091,0.133051017,TRUE,0.007837626,TRUE,2.88E-161,TRUE,0.035132758,FALSE,FALSE,TRUE,FALSE,RSRC2
C01_55235979,ENSG00000103479,0.003825641,0.364392544,TRUE,5.54E-05,TRUE,2.20E-162,TRUE,0.271638536,TRUE,TRUE,FALSE,TRUE,RBL2
C01_55245981,ENSG00000172594,0.000485439,0.142193212,TRUE,0.021731861,TRUE,4.23E-161,TRUE,0.044638799,FALSE,FALSE,TRUE,FALSE,SMPDL3A
