ENST00000373020,ENSG00000000003
ENST00000612152,ENSG00000000003
ENST00000614008,ENSG00000000003
ENST00000373031,ENSG00000000005
ENST00000371582,ENSG00000000419
ENST00000371584,ENSG00000000419
ENST00000371588,ENSG00000000419
ENST00000413082,ENSG00000000419
ENST00000367770,ENSG00000000457
ENST00000367771,ENSG00000000457
ENST00000367772,ENSG00000000457
ENST00000423670,ENSG00000000457
ENST00000286031,ENSG00000000460
ENST00000359326,ENSG00000000460
ENST00000413811,ENSG00000000460
ENST00000459772,ENSG00000000460
ENST00000466580,ENSG00000000460
ENST00000472795,ENSG00000000460
ENST00000481744,ENSG00000000460
ENST00000496973,ENSG00000000460
ENST00000374003,ENSG00000000938
ENST00000374004,ENSG00000000938
ENST00000374005,ENSG00000000938
ENST00000399173,ENSG00000000938
ENST00000457296,ENSG00000000938
ENST00000359637,ENSG00000000971
ENST00000367429,ENSG00000000971
ENST00000630130,ENSG00000000971
ENST00000002165,ENSG00000001036
ENST00000451668,ENSG00000001036
ENST00000229416,ENSG00000001084
ENST00000504525,ENSG00000001084
ENST00000505197,ENSG00000001084
ENST00000509541,ENSG00000001084
ENST00000513939,ENSG00000001084
ENST00000514004,ENSG00000001084
ENST00000616923,ENSG00000001084
ENST00000643939,ENSG00000001084
ENST00000650454,ENSG00000001084
ENST00000341376,ENSG00000001167
ENST00000353205,ENSG00000001167
ENST00000003583,ENSG00000001460
ENST00000337248,ENSG00000001460
ENST00000374409,ENSG00000001460
ENST00000435187,ENSG00000001460
ENST00000438866,ENSG00000001460
ENST00000003912,ENSG00000001461
ENST00000339255,ENSG00000001461
ENST00000358028,ENSG00000001461
ENST00000374399,ENSG00000001461
ENST00000432012,ENSG00000001461
ENST00000374804,ENSG00000001497
ENST00000374807,ENSG00000001497
ENST00000374811,ENSG00000001497
ENST00000469091,ENSG00000001497
ENST00000484069,ENSG00000001497
ENST00000321037,ENSG00000001561
ENST00000002829,ENSG00000001617
ENST00000413852,ENSG00000001617
ENST00000414301,ENSG00000001617
ENST00000420831,ENSG00000001617
ENST00000426511,ENSG00000001617
ENST00000434342,ENSG00000001617
ENST00000450338,ENSG00000001617
ENST00000003084,ENSG00000001626
ENST00000426809,ENSG00000001626
ENST00000446805,ENSG00000001626
ENST00000468795,ENSG00000001626
ENST00000600166,ENSG00000001626
ENST00000647720,ENSG00000001626
ENST00000647978,ENSG00000001626
ENST00000648260,ENSG00000001626
ENST00000649406,ENSG00000001626
ENST00000649781,ENSG00000001626
ENST00000265742,ENSG00000001629
ENST00000413588,ENSG00000001629
ENST00000422095,ENSG00000001629
ENST00000439883,ENSG00000001629
ENST00000442183,ENSG00000001629
ENST00000003100,ENSG00000001630
ENST00000422867,ENSG00000001630
ENST00000450723,ENSG00000001630
ENST00000340022,ENSG00000001631
ENST00000394503,ENSG00000001631
ENST00000394505,ENSG00000001631
ENST00000394507,ENSG00000001631
ENST00000412043,ENSG00000001631
ENST00000413688,ENSG00000001631
ENST00000422347,ENSG00000001631
ENST00000425073,ENSG00000001631
ENST00000425919,ENSG00000001631
ENST00000430102,ENSG00000001631
ENST00000433016,ENSG00000001631
ENST00000440209,ENSG00000001631
ENST00000444960,ENSG00000001631
ENST00000445516,ENSG00000001631
ENST00000452773,ENSG00000001631
ENST00000454017,ENSG00000001631
ENST00000458177,ENSG00000001631
ENST00000458493,ENSG00000001631
ENST00000358495,ENSG00000002016
ENST00000397230,ENSG00000002016
ENST00000430095,ENSG00000002016
ENST00000461568,ENSG00000002016
ENST00000468231,ENSG00000002016
ENST00000536177,ENSG00000002016
ENST00000541619,ENSG00000002016
ENST00000542785,ENSG00000002016
ENST00000543912,ENSG00000002016
ENST00000544742,ENSG00000002016
ENST00000545564,ENSG00000002016
ENST00000439784,ENSG00000002079
ENST00000309032,ENSG00000002330
ENST00000394531,ENSG00000002330
ENST00000394532,ENSG00000002330
ENST00000492141,ENSG00000002330
ENST00000493798,ENSG00000002330
ENST00000544785,ENSG00000002330
ENST00000226299,ENSG00000002549
ENST00000509583,ENSG00000002549
ENST00000513105,ENSG00000002549
ENST00000606142,ENSG00000002549
ENST00000618908,ENSG00000002549
ENST00000381177,ENSG00000002586
ENST00000381180,ENSG00000002586
ENST00000381184,ENSG00000002586
ENST00000381187,ENSG00000002586
ENST00000381192,ENSG00000002586
ENST00000482405,ENSG00000002586
ENST00000611428,ENSG00000002586
ENST00000623253,ENSG00000002586
